count	title	author	year	lists	key
1	Observations on "Wild" Psycho-Analysis	Sigmund Freud		great_books_western_world	observations on wild psycho analysis|freud
1	On Narcissism	Sigmund Freud		great_books_western_world	on narcissism|freud
1	Repression	Sigmund Freud		great_books_western_world	repression|freud
1	Selected Papers on Hysteria	Sigmund Freud		great_books_western_world	selected papers on hysteria|freud
1	The Ego and the Id	Sigmund Freud		great_books_western_world	ego and the id|freud
1	The Future Prospects of Psycho-Analytic Therapy	Sigmund Freud		great_books_western_world	future prospects of psycho analytic therapy|freud
1	The Origin and Development of Psycho-Analysis	Sigmund Freud		great_books_western_world	origin and development of psycho analysis|freud
1	The Sexual Enlightenment of Children	Sigmund Freud		great_books_western_world	sexual enlightenment of children|freud
1	The Unconscious	Sigmund Freud		great_books_western_world	unconscious|freud
1	Thoughts for the Times on War and Death	Sigmund Freud		great_books_western_world	thoughts for the times on war and death|freud
1	Three Essays on the Theory of Sexuality	Sigmund Freud	1905	le_monde_100_books	three essays on the theory of sexuality|freud
1	The Feminine Mystique	Betty Friedan	1963	guardian_100_best_nonfiction_2017	feminine mystique|friedan
1	The Great War and Modern Memory	Paul Fussell		modern_library_prh_nonfiction	great war and modern memory|fussell
1	The Recognitions	William Gaddis	1955	time_100_novels	recognitions|gaddis
1	On the Natural Faculties	Galen		great_books_western_world	on the natural faculties|galen
1	Dialogues Concerning the Two New Sciences	Galileo Galilei		great_books_western_world	dialogues concerning the two new sciences|galilei
1	Doña Bárbára	Rómulo Gallegos	1929	pbs_great_american_read	dona barbara|gallegos
1	The Forsyte Saga	John Galsworthy	1922	penguin_100_classics	forsyte saga|galsworthy
1	The Thibaults	du Gard		jeffrich_100_books	thibaults|gard
1	Unsub	Meg Gardiner		goodreads_137197_top100	unsub|gardiner
1	North and South	Elizabeth Gaskell	1854	penguin_100_classics	north and south|gaskell
1	The Life of Charlotte Brontë	Elizabeth Gaskell	1857	guardian_100_best_nonfiction_2017	life of charlotte bronte|gaskell
1	Our Lady of the Flowers	Jean Genet	1944	le_monde_100_books	our lady of the flowers|genet
1	Introduction to Arithmetic	Nicomachus of Gerasa		great_books_western_world	introduction to arithmetic|gerasa
1	Watchmen	Alan Moore and Dave Gibbons	1986	time_100_novels	watchmen|gibbons
1	The Prophet	Kahlil Gibran		goodreads_137197_top100	prophet|gibran
1	Neuromancer	William Gibson	1984	time_100_novels	neuromancer|gibson
1	The Counterfeiters	André Gide	1925	le_monde_100_books	counterfeiters|gide
1	On the Loadstone and Magnetic Bodies	William Gilbert		great_books_western_world	on the loadstone and magnetic bodies|gilbert
1	The Horseman on the Roof	Jean Giono	1951	le_monde_100_books	horseman on the roof|giono
1	New Grub Street	George Gissing	1891	guardian_100_best_novels_english_2015	new grub street|gissing
1	The Wild Iris	Louise Glück		goodreads_137197_top100	wild iris|gluck
1	The Vicar of Wakefield	Oliver Goldsmith		worldcat_library100	vicar of wakefield|goldsmith
1	Art and Illusion	Ernest H. Gombrich		modern_library_prh_nonfiction	art and illusion|gombrich
1	Oblomov	Ivan Goncharov		greatest_books_top200	oblomov|goncharov
1	The Mismeasure of Man	Stephen Jay Gould		modern_library_prh_nonfiction	mismeasure of man|gould
1	Vermeer	Lawrence Gowing		modern_library_prh_nonfiction	vermeer|gowing
1	The Opposing Shore	Julien Gracq	1951	le_monde_100_books	opposing shore|gracq
1	Personal Memoirs	Ulysses S Grant	1885	guardian_100_best_nonfiction_2017	personal memoirs|grant
1	Lanark	Alasdair Gray		observer_100_greatest_novels_2003	lanark|gray
1	Looking for Alaska	John Green	2005	pbs_great_american_read	looking for alaska|green
1	Party Going	Henry Green	1939	guardian_100_best_novels_english_2015	party going|green
1	The Fault in Our Stars	John Green		goodreads_lifetime_100_pdf	fault in our stars|green
1	The Female Eunuch	Germaine Greer	1970	guardian_100_best_nonfiction_2017	female eunuch|greer
1	Fairy Tales of the Brothers Grimm	The Brothers Grimm		bookbub_classics_lifetime	grimms fairy tales|grimm
1	The Innocent Man: Murder and Injustice in a Small Town	John Grisham		goodreads_137197_top100	innocent man|grisham
1	Water for Elephants	Sara Gruen		goodreads_lifetime_100_pdf	water for elephants|gruen
1	The Left Hand of Darkness	Ursula K Le Guin	1969	guardian_100_best_novels_2026	left hand of darkness|guin
1	The Taming of Chance	Ian Hacking		modern_library_prh_nonfiction	taming of chance|hacking
1	Curious Incident of the Dog in the Night-Time, The	Mark Haddon	2003	pbs_great_american_read	curious incident of the dog in the night time|haddon
1	The Midnight Library	Matt Haig		goodreads_137197_top100	midnight library|haig
1	Red Harvest	Dashiell Hammett	1929	time_100_novels	red harvest|hammett
1	Growth of the Soil	Hamsun		jeffrich_100_books	growth of the soil|hamsun
1	Hunger	Knut Hamsun	1890	bokklubben_world_library	hunger|hamsun
1	A Civil Action	Jonathan Harr		goodreads_137197_top100	civil action|harr
1	The Silence of the Lambs	Thomas Harris		goodreads_137197_top100	silence of the lambs|harris
1	The Ten Thousand Doors of January	Alix E. Harrow		goodreads_137197_top100	ten thousand doors of january|harrow
1	The Go-Between	L. P. Hartley	1953	penguin_100_classics	go between|hartley
1	On the Circulation of Blood	William Harvey		great_books_western_world	on the circulation of blood|harvey
1	On the Generation of Animals	William Harvey		great_books_western_world	on the generation of animals|harvey
1	On the Motion of the Heart and Blood in Animals	William Harvey		great_books_western_world	on the motion of the heart and blood in animals|harvey
1	The Good Soldier Švejk	Jaroslav Hašek		greatest_books_top200	good soldier svejk|hasek
1	A Brief History of Time	Stephen Hawking	1988	guardian_100_best_nonfiction_2017	brief history of time|hawking
1	The House of the Seven Gables	Nathaniel Hawthorne		worldcat_library100	house of the seven gables|hawthorne
1	Birdman	Mo Hayder		goodreads_137197_top100	birdman|hayder
1	The Transit of Venus	Shirley Hazzard	1980	guardian_100_best_novels_2026	transit of venus|hazzard
1	North	Seamus Heaney	1975	guardian_100_best_nonfiction_2017	north|heaney
1	The Philosophy of History	Georg Wilhelm Friedrich Hegel		great_books_western_world	philosophy of history|hegel
1	The Philosophy of Right	Georg Wilhelm Friedrich Hegel		great_books_western_world	philosophy of right|hegel
1	What Is Metaphysics?	Martin Heidegger		great_books_western_world	what is metaphysics|heidegger
1	Physics and Philosophy	Werner Heisenberg		great_books_western_world	physics and philosophy|heisenberg
1	Men Without Women	Ernest Hemingway		observer_100_greatest_novels_2003	men without women|hemingway
1	The Short Happy Life of Francis Macomber	Ernest Hemingway		great_books_western_world	short happy life of francis macomber|hemingway
1	The Blue Lotus	Hergé	1936	le_monde_100_books	blue lotus|herge
1	The History	Herodotus		great_books_western_world	histories|herodotus
1	Dispatches	Michael Herr	1977	guardian_100_best_nonfiction_2017	dispatches|herr
1	Hiroshima	John Hersey	1946	guardian_100_best_nonfiction_2017	hiroshima|hersey
1	Steppenwolf	Hermann Hesse		greatest_books_top200	steppenwolf|hesse
1	Aphorisms	Hippocrates		great_books_western_world	aphorisms|hippocrates
1	Instruments of Reduction	Hippocrates		great_books_western_world	instruments of reduction|hippocrates
1	Of the Epidemics	Hippocrates		great_books_western_world	of the epidemics|hippocrates
1	On Airs, Water, and Places	Hippocrates		great_books_western_world	on airs water and places|hippocrates
1	On Ancient Medicine	Hippocrates		great_books_western_world	on ancient medicine|hippocrates
1	On Fistulae	Hippocrates		great_books_western_world	on fistulae|hippocrates
1	On Fractures	Hippocrates		great_books_western_world	on fractures|hippocrates
1	On Hemorrhoids	Hippocrates		great_books_western_world	on hemorrhoids|hippocrates
1	On Injuries of the Head	Hippocrates		great_books_western_world	on injuries of the head|hippocrates
1	On Regimen in Acute Diseases	Hippocrates		great_books_western_world	on regimen in acute diseases|hippocrates
1	On the Articulations	Hippocrates		great_books_western_world	on the articulations|hippocrates
1	On the Sacred Disease	Hippocrates		great_books_western_world	on the sacred disease|hippocrates
1	On the Surgery	Hippocrates		great_books_western_world	on the surgery|hippocrates
1	The Book of Prognostics	Hippocrates		great_books_western_world	book of prognostics|hippocrates
1	The Hippocratic Oath	Hippocrates		great_books_western_world	hippocratic oath|hippocrates
1	The Law	Hippocrates		great_books_western_world	law|hippocrates
1	The Ulcer	Hippocrates		great_books_western_world	ulcer|hippocrates
1	The American Political Tradition	Richard Hofstadter		modern_library_prh_nonfiction	american political tradition|hofstadter
1	The Uses of Literacy: Aspects of Working-Class Life	Richard Hoggart	1957	guardian_100_best_nonfiction_2017	uses of literacy|hoggart
1	The Line of Beauty	Alan Hollinghurst	2004	guardian_100_best_novels_2026	line of beauty|hollinghurst
1	The Other Valley	Scott Alexander Howard		goodreads_137197_top100	other valley|howard
1	A High Wind in Jamaica	Richard Hughes		modern_library_prh_novels	high wind in jamaica|hughes
1	Birthday Letters	Ted Hughes	1998	guardian_100_best_nonfiction_2017	birthday letters|hughes
1	The Hunchback of Notre Dame	Victor Hugo		worldcat_library100	hunchback of notre dame|hugo
1	The Autumn of the Middle Ages	Johan Huizinga		great_books_western_world	autumn of the middle ages|huizinga
1	A Treatise of Human Nature	David Hume	1739	guardian_100_best_nonfiction_2017	treatise of human nature|hume
1	An Enquiry Concerning Human Understanding	David Hume		great_books_western_world	enquiry concerning human understanding|hume
1	Mind Invaders	Dave Hunt	1989	pbs_great_american_read	mind invaders|hunt
1	The Butterfly Garden	Dot Hutchison		goodreads_137197_top100	butterfly garden|hutchison
1	Point Counter Point	Aldous Huxley		modern_library_prh_novels	point counter point|huxley
1	Treatise on Light	Christiaan Huygens		great_books_western_world	treatise on light|huygens
1	Stranger to the Beautiful: A Journey of Faith, Hope, and Transformation	Don Hynes		goodreads_137197_top100	stranger to the beautiful|hynes
1	Njál's Saga	Unknown, possibly Sæmundr fróði	13th century	bokklubben_world_library	njals saga|i
1	Hedda Gabler	Henrik Ibsen		great_books_western_world	hedda gabler|ibsen
1	The Master Builder	Henrik Ibsen		great_books_western_world	master builder|ibsen
1	The Wild Duck	Henrik Ibsen		great_books_western_world	wild duck|ibsen
1	The Bald Soprano	Eugène Ionesco	1952	le_monde_100_books	bald soprano|ionesco
1	A Single Man	Christopher Isherwood	1964	guardian_100_best_novels_english_2015	single man|isherwood
1	The Berlin Stories	Christopher Isherwood	1946	time_100_novels	berlin stories|isherwood
1	Blake and Mortimer	Edgar P. Jacobs	1950	le_monde_100_books	blake and mortimer|jacobs
1	These Burning Stars	Bethany Jacobs		goodreads_137197_top100	these burning stars|jacobs
1	Fifty Shades of Grey	E.L. James	2011	pbs_great_american_read	fifty shades of gray|james
1	Pragmatism	William James		great_books_western_world	pragmatism|james
1	The Ambassadors	Henry James		modern_library_prh_novels	ambassadors|james
1	The Beast in the Jungle	Henry James		great_books_western_world	beast in the jungle|james
1	The Principles of Psychology	William James		great_books_western_world	principles of psychology|james
1	The Wings of the Dove	Henry James		modern_library_prh_novels	wings of the dove|james
1	The Children of the Dead	Elfriede Jelinek		jeffrich_100_books	children of the dead|jelinek
1	Left Behind	Tim LaHaye / Jerry B. Jenkins	1995	pbs_great_american_read	left behind|jenkins
1	A Dictionary of the English Language	Samuel Johnson	1755	guardian_100_best_nonfiction_2017	dictionary of the english language|johnson
1	The Space Between Worlds	Micaiah Johnson		goodreads_137197_top100	space between worlds|johnson
1	From Here to Eternity	James Jones		modern_library_prh_novels	from here to eternity|jones
1	The Known World	Edward P Jones	2003	guardian_100_best_novels_2026	known world|jones
1	The Phantom Tollbooth	Norton Juster		goodreads_lifetime_100_pdf	phantom tollbooth|juster
1	The General of the Dead Army	Ismail Kadare	1963	le_monde_100_books	general of the dead army|kadare
1	The Parables & Diaries	Kafka		jeffrich_100_books	parables and diaries|kafka
1	Shakuntala	Kālidāsa	1st century BCE – 4th century CE	bokklubben_world_library	shakuntala|kalidasa
1	The Vegetarian	Han Kang	2007	guardian_100_best_novels_2026	vegetarian|kang
1	Critique of Practical Reason	Immanuel Kant		great_books_western_world	critique of practical reason|kant
1	Critique of Pure Reason	Immanuel Kant		great_books_western_world	critique of pure reason|kant
1	Fundamental Principles of the Metaphysic of Morals	Immanuel Kant		great_books_western_world	fundamental principles of the metaphysic of morals|kant
1	General Introduction to the Metaphysic of Morals	Immanuel Kant		great_books_western_world	general introduction to the metaphysic of morals|kant
1	Preface and Introduction to the Metaphysical Elements of Ethics with a note on Conscience	Immanuel Kant		great_books_western_world	preface and introduction to the metaphysical elements of ethics with a note on conscience|kant
1	The Critique of Judgement	Immanuel Kant		great_books_western_world	critique of judgement|kant
1	The Science of Right	Immanuel Kant		great_books_western_world	science of right|kant
1	Snow Country	Yasunari Kawabata		jeffrich_100_books	snow country|kawabata
1	The Sound of the Mountain	Yasunari Kawabata	1954	bokklubben_world_library	sound of the mountain|kawabata
1	Before the Coffee Gets Cold	Toshikazu Kawaguchi		goodreads_137197_top100	before the coffee gets cold|kawaguchi
1	Zorba the Greek	Nikos Kazantzakis	1946	bokklubben_world_library	zorba the greek|kazantzakis
1	The Blighted Stars	Megan E. O'Keefe		goodreads_137197_top100	blighted stars|keefe
1	The Face of Battle	John Keegan		modern_library_prh_nonfiction	face of battle|keegan
1	Helen Keller: The Story of My Life	Helen Keller		goodreads_lifetime_100_pdf	helen keller|keller
1	Ironweed	William Kennedy		modern_library_prh_novels	ironweed|kennedy
1	Epitome of Copernican Astronomy (Books IV–V)	Johannes Kepler		great_books_western_world	epitome of copernican astronomy|kepler
1	The Harmonies of the World (Book V)	Johannes Kepler		great_books_western_world	harmonies of the world|kepler
1	The Economic Consequences of the Peace	John Maynard Keynes	1919	guardian_100_best_nonfiction_2017	economic consequences of the peace|keynes
1	The Secret Life of Bees	Sue Monk Kidd		goodreads_lifetime_100_pdf	secret life of bees|kidd
1	Fear and Trembling	Søren Kierkegaard		great_books_western_world	fear and trembling|kierkegaard
1	Why We Can’T Wait	Martin Luther King Jr.		modern_library_prh_nonfiction	why we cant wait|king
1	The Poisonwood Bible	Barbara Kingslover		goodreads_lifetime_100_pdf	poisonwood bible|kingslover
1	The Deep Sky	Yume Kitasei		goodreads_137197_top100	deep sky|kitasei
1	The Stardust Grail	Yume Kitasei		goodreads_137197_top100	stardust grail|kitasei
1	No Logo	Naomi Klein	1999	guardian_100_best_nonfiction_2017	no logo|klein
1	The Sixth Extinction	Elizabeth Kolbert	2014	guardian_100_best_nonfiction_2017	sixth extinction|kolbert
1	From the Mixed-up Files of Mrs. Basil E. Frankweiler	E.L. Konigsburg		goodreads_lifetime_100_pdf	from the mixed up files of missus basil e frankweiler|konigsburg
1	Watchers	Dean Koontz	1987	pbs_great_american_read	watchers|koontz
1	The Painted Bird	Jerzy Kosinski	1965	time_100_novels	painted bird|kosinski
1	The Book of Laughter and Forgetting	Milan Kundera		observer_100_greatest_novels_2003	book of laughter and forgetting|kundera
1	The Joke	Milan Kundera	1967	le_monde_100_books	joke|kundera
1	Écrits	Jacques Lacan	1966	le_monde_100_books	ecrits|lacan
1	The Wonderful Adventures of Nils	Selma Lagerlöf	1906–07	le_monde_100_books	wonderful adventures of nils|lagerlof
1	The Namesake	Jhumpa Lahiri		bookbub_classics_lifetime	namesake|lahiri
1	Tales from Shakespeare	Charles and Mary Lamb	1807	guardian_100_best_nonfiction_2017	tales from shakespeare|lamb
1	Operating Instructions	Anne Lamott		modern_library_prh_nonfiction	operating instructions|lamott
1	The Girl with the Dragon Tattoo	Stieg Larsson		goodreads_lifetime_100_pdf	girl with the dragon tattoo|larsson
1	Elements of Chemistry	Antoine Laurent Lavoisier		great_books_western_world	elements of chemistry|lavoisier
1	The Prussian Officer	D. H. Lawrence		great_books_western_world	prussian officer|lawrence
1	Women in Love	D.H. Lawrence		modern_library_prh_novels	women in love|lawrence
1	Independent People	Halldór Laxness	1934–35	bokklubben_world_library	independent people|laxness
1	Nonsense Songs	Edward Lear	1871	guardian_100_best_nonfiction_2017	nonsense songs|lear
1	The Great Tradition	FR Leavis	1948	guardian_100_best_nonfiction_2017	great tradition|leavis
1	Translation State	Ann Leckie		goodreads_137197_top100	translation state|leckie
1	Complete Poems	Giacomo Leopardi	1818–1835	bokklubben_world_library	complete poems|leopardi
1	The Periodic Table	Primo Levi		observer_100_greatest_novels_2003	periodic table|levi
1	Structural Anthropology (Chapters I-VI, IX-XII, XV, XVII)	Claude Lévi-Strauss		great_books_western_world	structural anthropology|levi-strauss
1	Tristes Tropiques	Claude Lévi-Strauss	1955	le_monde_100_books	tristes tropiques|levi-strauss
1	A Grief Observed	CS Lewis	1961	guardian_100_best_nonfiction_2017	grief observed|lewis
1	Babbitt	Sinclair Lewis	1922	guardian_100_best_novels_english_2015	babbitt|lewis
1	Main Street	Sinclair Lewis		modern_library_prh_novels	main street|lewis
1	The Sweet Science	A. J. Liebling		modern_library_prh_nonfiction	sweet science|liebling
1	Bright Dead Things	Ada Limon		goodreads_137197_top100	bright dead things|limon
1	The Carrying	Ada Limon		goodreads_137197_top100	carrying|limon
1	Pippi Longstocking	Astrid Lindgren	1945	bokklubben_world_library	pippi longstocking|lindgren
1	A Preface to Morals	Walter Lippmann		modern_library_prh_nonfiction	preface to morals|lippmann
1	A Letter Concerning Toleration	John Locke		great_books_western_world	letter concerning toleration|locke
1	Concerning Civil Government, Second Essay	John Locke		great_books_western_world	concerning civil government second essay|locke
1	Martin Eden	Jack London	1909	le_monde_100_books	martin eden|london
1	White Fang	Jack London		worldcat_library100	white fang|london
1	Gentlemen Prefer Blondes	Anita Loos	1925	guardian_100_best_novels_english_2015	gentlemen prefer blondes|loos
1	On the Nature of Things	Lucretius		great_books_western_world	on the nature of things|lucretius
1	Goodnight Mister Tom	Michelle Magorian		bbc_big_read_top100	goodnight mister tom|magorian
1	Cairo Trilogy	Mahfouz		jeffrich_100_books	cairo trilogy|mahfouz
1	Children of Gebelawi	Naguib Mahfouz	1959	bokklubben_world_library	children of gebelawi|mahfouz
1	The Executioner's Song	Norman Mailer		observer_100_greatest_novels_2003	executioners song|mailer
1	The Naked and the Dead	Norman Mailer		modern_library_prh_novels	naked and the dead|mailer
1	The Assistant	Bernard Malamud	1957	time_100_novels	assistant|malamud
1	The Journalist and the Murderer	Janet Malcolm		modern_library_prh_nonfiction	journalist and the murderer|malcolm
1	The Autobiography of Malcolm X	Alex Haley and Malcolm X		modern_library_prh_nonfiction	autobiography of malcolm x|malcolm x
1	Jefferson and His Time	Dumas Malone		modern_library_prh_nonfiction	jefferson and his time|malone
1	Sea of Tranquility	Emily St. John Mandel		goodreads_137197_top100	sea of tranquility|mandel
1	Death in Venice	Thomas Mann		great_books_western_world	death in venice|mann
1	Wolf Hall	Hilary Mantel	2009	guardian_100_best_novels_2026	wolf hall|mantel
1	The Betrothed	Alessandro Manzoni	1827	penguin_100_classics	betrothed|manzoni
1	West With the Night	Beryl Markham		modern_library_prh_nonfiction	west with the night|markham
1	Household Education	Harriet Martineau	1848	guardian_100_best_nonfiction_2017	household education|martineau
1	Capital	Karl Marx		great_books_western_world	capital|marx
1	Manifesto of the Communist Party	Karl Marx and Friedrich Engels		great_books_western_world	communist manifesto|marx
1	The Jigsaw Man	Nadine Matheson		goodreads_137197_top100	jigsaw man|matheson
1	The Razor's Edge	W. Somerset Maugham	1944	penguin_100_classics	razors edge|maugham
1	Tales of the City	Armistead Maupin	1978	pbs_great_american_read	tales of the city|maupin
1	Thérèse Desqueyroux	François Mauriac	1927	le_monde_100_books	therese desqueyroux|mauriac
1	London Labour and the London Poor	Henry Mayhew	1851	guardian_100_best_nonfiction_2017	london labour and the london poor|mayhew
1	Swan Song	Robert R. McCammon	1987	pbs_great_american_read	swan song|mccammon
1	When Truth Is All You Have: A Memoir of Faith, Justice, and Freedom for the Wrongly Convicted	Jim McCloskey		goodreads_137197_top100	when truth is all you have|mccloskey
1	Poems & Prayers	Matthew McConaughey		goodreads_137197_top100	poems and prayers|mcconaughey
1	Angela’s Ashes	Frank McCourt		bookbub_classics_lifetime	angelas ashes|mccourt
1	The Great Bridge	David McCullough		modern_library_prh_nonfiction	great bridge|mccullough
1	The Mermaids Singing	Val McDermid		goodreads_137197_top100	mermaids singing|mcdermid
1	Amongst Women	John McGahern	1990	guardian_100_best_novels_english_2015	amongst women|mcgahern
1	The Rise of the West	William H. McNeill		modern_library_prh_nonfiction	rise of the west|mcneill
1	Battle Cry of Freedom	James M. McPherson		modern_library_prh_nonfiction	battle cry of freedom|mcpherson
1	The Art of the Soluble	Peter B. Medawar		modern_library_prh_nonfiction	art of the soluble|medawar
1	Twilight Saga, The	Stephenie Meyer	2005	pbs_great_american_read	twilight saga|meyer
1	Considerations on Representative Government	John Stuart Mill		great_books_western_world	considerations on representative government|mill
1	Utilitarianism	John Stuart Mill		great_books_western_world	utilitarianism|mill
1	The Rosy Crucifixion	Henry Miller	1949–60	le_monde_100_books	rosy crucifixion|miller
1	A Paraphrase on Psalm 114	John Milton		great_books_western_world	paraphrase on psalm 114|milton
1	An Epitaph on the Marchioness of Winchester	John Milton		great_books_western_world	epitaph on the marchioness of winchester|milton
1	Another on the same	John Milton		great_books_western_world	another on the same|milton
1	Arcades	John Milton		great_books_western_world	arcades|milton
1	At a Solemn Musick	John Milton		great_books_western_world	at a solemn musick|milton
1	At a Vacation Exercise	John Milton		great_books_western_world	at a vacation exercise|milton
1	Comus	John Milton		great_books_western_world	comus|milton
1	Il Penseroso	John Milton		great_books_western_world	penseroso|milton
1	L'Allegro	John Milton		great_books_western_world	lallegro|milton
1	Lycidas	John Milton		great_books_western_world	lycidas|milton
1	On Shakespeare	John Milton		great_books_western_world	on shakespeare|milton
1	On the Death of a Fair Infant	John Milton		great_books_western_world	on the death of a fair infant|milton
1	On the Lord General Fairfax at the Siege of Colchester	John Milton		great_books_western_world	on the lord general fairfax at the siege of colchester|milton
1	On the Morning of Christ's Nativity	John Milton		great_books_western_world	on the morning of christs nativity|milton
1	On the New Forcers of Conscience	John Milton		great_books_western_world	on the new forcers of conscience|milton
1	On the University Carrier	John Milton		great_books_western_world	on the university carrier|milton
1	On Time	John Milton		great_books_western_world	on time|milton
1	Psalm 136	John Milton		great_books_western_world	psalm 136|milton
1	Psalms (I—VIII & LXXX—LXXXVIII)	John Milton		great_books_western_world	psalms|milton
1	Samson Agonistes	John Milton		great_books_western_world	samson agonistes|milton
1	Song on May Morning	John Milton		great_books_western_world	song on may morning|milton
1	Sonnets (I, and VII—XIX)	John Milton		great_books_western_world	sonnets|milton
1	The Fifth Ode of Horace	John Milton		great_books_western_world	fifth ode of horace|milton
1	The Passion	John Milton		great_books_western_world	passion|milton
1	To Mister Cyriack the Skinner upon his Blindness	John Milton		great_books_western_world	to mister cyriack the skinner upon his blindness|milton
1	To Sir Henry Vane the Younger	John Milton		great_books_western_world	to sir henry vane the younger|milton
1	To the Lord General Cromwell	John Milton		great_books_western_world	to the lord general cromwell|milton
1	Upon the Circumcision	John Milton		great_books_western_world	upon the circumcision|milton
1	A Fine Balance	Rohinton Mistry	1995	guardian_100_best_novels_2026	fine balance|mistry
1	Love in a Cold Climate	Nancy Mitford	1949	penguin_100_classics	love in a cold climate|mitford
1	The Pursuit Of Love	Nancy Mitford		observer_100_greatest_novels_2003	pursuit of love|mitford
1	Don Juan	Molière		great_books_western_world	don juan|moliere
1	Tartuffe	Molière		great_books_western_world	tartuffe|moliere
1	The Critique of the School for Wives	Molière		great_books_western_world	critique of the school for wives|moliere
1	The Imaginary Invalid	Molière		great_books_western_world	imaginary invalid|moliere
1	The Miser	Molière		great_books_western_world	miser|moliere
1	The School for Wives	Molière		great_books_western_world	school for wives|moliere
1	The Would-Be Gentleman	Molière		great_books_western_world	would be gentleman|moliere
1	The Spirit of the Laws	Charles de Secondat, Baron de Montesquieu		great_books_western_world	spirit of the laws|montesquieu
1	Principia Ethica	G. E. Moore		modern_library_prh_nonfiction	principia ethica|moore
1	History	Elsa Morante	1974	bokklubben_world_library	history|morante
1	Contempt/A Ghost at Noon	Alberto Moravia	1954	le_monde_100_books	contempt a ghost at noon|moravia
1	The Pythagorean	Alexander Morpheigh		goodreads_137197_top100	pythagorean|morpheigh
1	The Rise of Theodore Roosevelt	Edmund Morris		modern_library_prh_nonfiction	rise of theodore roosevelt|morris
1	The Bluest Eye	Toni Morrison	1970	guardian_100_best_novels_2026	bluest eye|morrison
1	The City in History	Lewis Mumford		modern_library_prh_nonfiction	city in history|mumford
1	The Sea, The Sea	Iris Murdoch	1978	penguin_100_classics	sea the sea|murdoch
1	An American Dilemma	Gunnar Myrdal		modern_library_prh_nonfiction	american dilemma|myrdal
1	Science and Civilization in China	Joseph Needham		modern_library_prh_nonfiction	science and civilization in china|needham
1	Mourning Becomes Electra	Eugene O'Neill		great_books_western_world	mourning becomes electra|neill
1	The Holy Bible: New King James Version	Thomas Nelson		goodreads_lifetime_100_pdf	holy bible|nelson
1	Mathematical Principles of Natural Philosophy	Sir Isaac Newton		great_books_western_world	mathematical principles of natural philosophy|newton
1	Optics	Sir Isaac Newton		great_books_western_world	optics|newton
1	The Nature and Destiny of Man	Reinhold Niebuhr		modern_library_prh_nonfiction	nature and destiny of man|niebuhr
1	Beyond Good and Evil	Friedrich Nietzsche		great_books_western_world	beyond good and evil|nietzsche
1	My Life in Court	Louis Nizer		goodreads_137197_top100	my life in court|nizer
1	The Polymorph	Max Nowaz		goodreads_137197_top100	polymorph|nowaz
1	Dreams from My Father	Barack Obama	1995	guardian_100_best_nonfiction_2017	dreams from my father|obama
1	A Thousand Mornings: Poems	Mary Oliver		goodreads_137197_top100	thousand mornings|oliver
1	Devotions: The Selected Poems of Mary Oliver	Mary Oliver		goodreads_137197_top100	devotions|oliver
1	The English Patient	Ondaatje		jeffrich_100_books	english patient|ondaatje
1	The Road to Wigan Pier	George Orwell	1937	guardian_100_best_nonfiction_2017	road to wigan pier|orwell
1	Captive Mind	Miłosz		jeffrich_100_books	captive mind|osz
1	The Gnostic Gospels	Elaine Pagels		modern_library_prh_nonfiction	gnostic gospels|pagels
1	Common Sense	Tom Paine	1776	guardian_100_best_nonfiction_2017	common sense|paine
1	My Name is Red	Orhan Pamuk		jeffrich_100_books	my name is red|pamuk
1	Studies in Iconology	Erwin Panofsky		modern_library_prh_nonfiction	studies in iconology|panofsky
1	Articles of Confederation	American State Papers		great_books_western_world	articles of confederation|papers
1	Declaration of Independence	American State Papers		great_books_western_world	declaration of independence|papers
1	The Constitution of the United States of America	American State Papers		great_books_western_world	constitution of the united states of america|papers
1	Travels in the Interior Districts of Africa	Mungo Park	1799	guardian_100_best_nonfiction_2017	travels in the interior districts of africa|park
1	Account of the Great Experiment Concerning the Equilibrium of Fluids	Blaise Pascal		great_books_western_world	account of the great experiment concerning the equilibrium of fluids|pascal
1	Correspondence with Fermat on the Theory of Probabilities	Blaise Pascal		great_books_western_world	correspondence with fermat on the theory of probabilities|pascal
1	New Experiments Concerning the Vacuum	Blaise Pascal		great_books_western_world	new experiments concerning the vacuum|pascal
1	On Geometrical Demonstration	Blaise Pascal		great_books_western_world	on geometrical demonstration|pascal
1	Pensées	Blaise Pascal		great_books_western_world	pensees|pascal
1	Preface to the Treatise on the Vacuum	Blaise Pascal		great_books_western_world	preface to the treatise on the vacuum|pascal
1	The Provincial Letters	Blaise Pascal		great_books_western_world	provincial letters|pascal
1	Treatise on the Arithmetical Triangle	Blaise Pascal		great_books_western_world	treatise on the arithmetical triangle|pascal
1	Treatises on the Equilibrium of Liquids and on the Weight of the Mass of the Air	Blaise Pascal		great_books_western_world	treatises on the equilibrium of liquids and on the weight of the mass of the air|pascal
1	Manhattan Transfer	John Dos Passos	1925	le_monde_100_books	manhattan transfer|passos
1	Nineteen Nineteen	John Dos Passos	1932	guardian_100_best_novels_english_2015	nineteen nineteen|passos
1	Bridge to Terabithia	Katherine Paterson		bookbub_classics_lifetime	bridge to terabithia|paterson
1	Alex Cross Mysteries	James Patterson	1993	pbs_great_american_read	alex cross mysteries|patterson
1	Hatchet	Gary Paulsen	1987	pbs_great_american_read	hatchet|paulsen
